0,1.0
1,0.12353938817977905
2,0.31034916639328003
3,1.0
4,1.0
5,-0.06934118270874023
6,-0.08339095115661621
7,1.0
8,1.0
9,0.5292531847953796
10,1.0
11,1.0
12,0.3209422826766968
13,0.7642529755830765
14,0.0997282862663269
15,1.0
16,1.0
17,1.0
18,0.7590505182743073
19,1.0
20,1.0
21,1.0
22,0.09235620498657227
23,1.0
24,0.6628396511077881
25,-0.0920642614364624
26,1.0
27,0.8369398266077042
28,1.0
29,1.0
30,1.0
31,0.03472620248794556
32,1.0
33,1.0
34,0.31699490547180176
35,1.0
36,0.3308699131011963
37,0.662941962480545
38,0.3805219531059265
39,1.0
40,1.0
41,1.0
42,0.4519358277320862
43,1.0
44,1.0
45,1.0
46,0.7362390458583832
47,1.0
48,1.0
49,0.4858896732330322
50,1.0
51,0.06805318593978882
52,0.2782232165336609
53,1.0
54,-0.013560771942138672
55,0.15087705850601196
56,1.0
57,0.10917723178863525
58,1.0
59,1.0
60,0.4538610577583313
61,0.07730323076248169
62,1.0
63,1.0
64,0.06884884834289551
65,0.503164529800415
66,0.12481731176376343
67,1.0
68,0.4851093292236328
69,0.27239537239074707
70,0.7041973173618317
71,0.13567966222763062
72,1.0
73,0.5271032750606537
74,1.0
75,1.0
76,0.2059648036956787
77,1.0
78,1.0
79,0.5207930207252502
80,0.15725350379943848
81,1.0
82,0.5846308469772339
83,0.37909436225891113
84,1.0
85,1.0
86,0.17690736055374146
87,1.0
88,0.3414757251739502
89,0.7099694907665253
90,1.0
91,0.1923232078552246
92,-0.04487144947052002
93,0.32309430837631226
94,1.0
95,1.0
96,0.5802324712276459
97,0.15916794538497925
98,0.5624983906745911
99,0.1326722502708435
100,0.3088489770889282
101,0.3762456774711609
102,1.0
103,1.0
104,0.21518325805664062
105,1.0
106,1.0
107,0.5850558280944824
108,1.0
109,1.0
110,0.07460570335388184
111,1.0
112,1.0
113,0.46029382944107056
114,1.0
115,1.0
116,1.0
117,1.0
118,0.354814350605011
119,0.21364879608154297
120,0.196486234664917
121,0.3005370497703552
122,0.7719745337963104
123,0.5844099819660187
124,1.0
125,1.0
126,0.40858256816864014
127,1.0
128,0.659239262342453
